component_id,component_name,metal_type,form_factor,industry_usage,unit_weight_kg,source_type,source_country,lead_time_days,base_price_per_kg,freight_cost_per_kg,customs_duty_percent,local_tax_percent,exchange_rate_multiplier,total_landed_cost_inr,recommended_source
986,Comp_00986,Silver,Foil,Consumer,6.51,Local,India,8,1550.6,52.29,0.0,18,1.0,12313.080401999998,Import
986,Comp_00986,Silver,Foil,Consumer,6.51,Import,USA,17,934.8,42.57,2.35,18,1.0,7684.397946351,Import
987,Comp_00987,Nickel,Wire,Toys,0.7,Local,India,3,957.04,91.44,0.0,18,1.0,866.0444799999999,Import
987,Comp_00987,Nickel,Wire,Toys,0.7,Import,Germany,21,858.9,26.24,3.85,18,1.03,782.0521964541999,Import
988,Comp_00988,Aluminum,Coil,Toys,8.07,Local,India,5,1061.06,60.48,0.0,18,1.0,10679.976804,Import
988,Comp_00988,Aluminum,Coil,Toys,8.07,Import,Germany,36,833.74,20.44,3.37,18,1.14,9585.269061351626,Import
989,Comp_00989,Silver,Sheet,Consumer,8.6,Local,India,6,1236.52,40.24,0.0,18,1.0,12956.560479999998,Local
989,Comp_00989,Silver,Sheet,Consumer,8.6,Import,USA,27,1151.0,25.55,7.29,18,1.14,14603.432356916397,Local
990,Comp_00990,Tin,Coil,Wearable,9.07,Local,India,13,1587.18,68.01,0.0,18,1.0,17714.836494000003,Local
990,Comp_00990,Tin,Coil,Wearable,9.07,Import,USA,34,1386.34,19.36,7.0,18,1.12,18029.502352288,Local
991,Comp_00991,Silver,Sheet,Toys,5.61,Local,India,4,1497.07,65.2,0.0,18,1.0,10341.914946,Local
991,Comp_00991,Silver,Sheet,Toys,5.61,Import,Germany,20,1455.28,54.85,7.13,18,0.98,10495.336911119673,Local
992,Comp_00992,Tin,Sheet,Consumer,2.03,Local,India,4,1173.5,115.73,0.0,18,1.0,3088.2215419999998,Import
992,Comp_00992,Tin,Sheet,Consumer,2.03,Import,Japan,35,797.25,56.13,3.59,18,1.14,2414.0329300145513,Import
993,Comp_00993,Nickel,Wire,Toys,2.6,Local,India,13,1431.14,84.89,0.0,18,1.0,4651.180040000001,Import
993,Comp_00993,Nickel,Wire,Toys,2.6,Import,Germany,17,1114.06,24.99,7.25,18,0.98,3673.00500567,Import
994,Comp_00994,Copper,Foil,Industrial,8.03,Local,India,5,949.17,95.12,0.0,18,1.0,9895.065466,Local
994,Comp_00994,Copper,Foil,Industrial,8.03,Import,USA,17,852.54,51.78,7.41,18,1.09,10032.07806413683,Local
995,Comp_00995,Aluminum,Coil,Automotive,1.47,Local,India,12,1313.87,65.18,0.0,18,1.0,2392.10013,Local
995,Comp_00995,Aluminum,Coil,Automotive,1.47,Import,USA,12,1411.53,42.07,5.41,18,1.15,3056.4965508503997,Local
996,Comp_00996,Nickel,Sheet,Industrial,8.78,Local,India,6,1176.68,77.3,0.0,18,1.0,12991.734391999997,Local
996,Comp_00996,Nickel,Sheet,Industrial,8.78,Import,Japan,19,1249.68,43.52,0.25,18,1.13,15177.667832115998,Local
997,Comp_00997,Nickel,Foil,Consumer,7.09,Local,India,10,923.78,107.4,0.0,18,1.0,8627.058116,Import
997,Comp_00997,Nickel,Foil,Consumer,7.09,Import,South Korea,21,597.43,45.34,2.18,18,0.95,5220.03415786554,Import
998,Comp_00998,Tin,Wire,Consumer,8.01,Local,India,13,1561.63,88.68,0.0,18,1.0,15598.400058000001,Local
998,Comp_00998,Tin,Wire,Consumer,8.01,Import,South Korea,36,1658.57,48.77,7.1,18,1.0,17283.194183051997,Local
999,Comp_00999,Copper,Sheet,Automotive,3.18,Local,India,9,1243.25,101.82,0.0,18,1.0,5047.240668,Import
999,Comp_00999,Copper,Sheet,Automotive,3.18,Import,Germany,10,1223.04,47.47,6.93,18,0.98,4995.889885043736,Import
1000,Comp_01000,Tin,Sheet,Consumer,4.28,Local,India,2,1076.79,69.78,0.0,18,1.0,5790.637127999999,Import
1000,Comp_01000,Tin,Sheet,Consumer,4.28,Import,Germany,15,1052.55,14.45,5.77,18,0.96,5471.7208525056,Import
1001,Comp_01001,Tin,Foil,Industrial,3.41,Local,India,6,1256.5,82.59,0.0,18,1.0,5388.230342,Local
1001,Comp_01001,Tin,Foil,Industrial,3.41,Import,Germany,35,1326.61,28.41,3.55,18,1.11,6266.934761361781,Local
1002,Comp_01002,Nickel,Coil,Automotive,7.46,Local,India,4,1051.86,44.89,0.0,18,1.0,9654.4709,Import
1002,Comp_01002,Nickel,Coil,Automotive,7.46,Import,South Korea,18,804.43,29.08,3.05,18,1.04,7863.447377504159,Import
1003,Comp_01003,Aluminum,Sheet,Wearable,4.56,Local,India,10,1352.67,116.22,0.0,18,1.0,7903.803311999999,Import
1003,Comp_01003,Aluminum,Sheet,Wearable,4.56,Import,Japan,24,1308.35,33.53,3.76,18,1.01,7566.793234082304,Import
1004,Comp_01004,Silver,Sheet,Wearable,9.89,Local,India,7,1090.78,110.0,0.0,18,1.0,14013.342756,Import
1004,Comp_01004,Silver,Sheet,Wearable,9.89,Import,USA,12,847.0,58.47,0.83,18,1.11,11826.741671692724,Import
1005,Comp_01005,Nickel,Sheet,Toys,6.59,Local,India,5,1349.13,56.76,0.0,18,1.0,10932.481817999998,Local
1005,Comp_01005,Nickel,Sheet,Toys,6.59,Import,South Korea,21,1452.39,31.17,7.01,18,1.14,14073.488176342607,Local
1006,Comp_01006,Silver,Wire,Consumer,9.57,Local,India,4,1157.79,91.7,0.0,18,1.0,14109.990774,Import
1006,Comp_01006,Silver,Wire,Consumer,9.57,Import,China,15,705.19,46.12,5.15,18,1.13,10080.93547497267,Import
1007,Comp_01007,Tin,Wire,Wearable,3.31,Local,India,5,1375.21,85.06,0.0,18,1.0,5703.522566,Import
1007,Comp_01007,Tin,Wire,Wearable,3.31,Import,Germany,35,1132.48,22.8,5.51,18,1.15,5475.057939719758,Import
1008,Comp_01008,Nickel,Foil,Industrial,6.24,Local,India,4,1003.15,52.8,0.0,18,1.0,7775.17104,Local
1008,Comp_01008,Nickel,Foil,Industrial,6.24,Import,Germany,30,1034.45,52.71,1.3,18,1.1,8919.9453273216,Local
1009,Comp_01009,Aluminum,Wire,Industrial,9.44,Local,India,2,1025.74,93.02,0.0,18,1.0,12462.091391999998,Import
1009,Comp_01009,Aluminum,Wire,Industrial,9.44,Import,China,23,652.31,38.97,6.68,18,1.1,9036.155291412479,Import
1010,Comp_01010,Silver,Coil,Toys,8.45,Local,India,11,1402.6,115.49,0.0,18,1.0,15136.875389999997,Local
1010,Comp_01010,Silver,Coil,Toys,8.45,Import,South Korea,38,1235.47,39.66,4.8,18,1.15,15323.299946396,Local
1011,Comp_01011,Copper,Coil,Wearable,2.07,Local,India,11,1343.67,85.53,0.0,18,1.0,3490.9639199999997,Local
1011,Comp_01011,Copper,Coil,Wearable,2.07,Import,China,24,1257.21,59.51,4.28,18,1.13,3789.8781845950075,Local
1012,Comp_01012,Tin,Sheet,Consumer,3.58,Local,India,13,944.01,89.8,0.0,18,1.0,4367.2269639999995,Import
1012,Comp_01012,Tin,Sheet,Consumer,3.58,Import,Germany,20,691.57,51.76,6.27,18,1.01,3370.3790696994038,Import
1013,Comp_01013,Nickel,Wire,Industrial,8.21,Local,India,6,1432.97,119.04,0.0,18,1.0,15035.562478000002,Local
1013,Comp_01013,Nickel,Wire,Industrial,8.21,Import,South Korea,34,1515.7,48.83,0.96,18,1.13,17291.666268726432,Local
1014,Comp_01014,Nickel,Wire,Toys,6.65,Local,India,12,930.78,106.93,0.0,18,1.0,8142.9103700000005,Import
1014,Comp_01014,Nickel,Wire,Toys,6.65,Import,China,27,584.95,12.62,3.44,18,1.04,5044.45544051904,Import
1015,Comp_01015,Silver,Sheet,Toys,7.67,Local,India,11,1540.62,73.08,0.0,18,1.0,14604.953219999998,Local
1015,Comp_01015,Silver,Sheet,Toys,7.67,Import,USA,38,1465.61,57.14,5.09,18,1.03,14917.79367339105,Local
1016,Comp_01016,Copper,Foil,Industrial,6.31,Local,India,12,1030.72,80.82,0.0,18,1.0,8276.304531999998,Import
1016,Comp_01016,Copper,Foil,Industrial,6.31,Import,Japan,15,898.68,43.55,1.85,18,1.12,8002.899265176479,Import
1017,Comp_01017,Aluminum,Wire,Wearable,2.36,Local,India,12,1122.16,117.02,0.0,18,1.0,3450.868464,Import
1017,Comp_01017,Aluminum,Wire,Wearable,2.36,Import,China,26,875.9,52.61,7.77,18,1.15,3204.618377572039,Import
1018,Comp_01018,Silver,Foil,Automotive,3.83,Local,India,4,1527.06,61.97,0.0,18,1.0,7181.462182,Local
1018,Comp_01018,Silver,Foil,Automotive,3.83,Import,Japan,36,1543.15,37.29,3.51,18,1.1,8132.68194069496,Local
1019,Comp_01019,Aluminum,Foil,Industrial,9.33,Local,India,11,1085.15,51.99,0.0,18,1.0,12519.229116000002,Import
1019,Comp_01019,Aluminum,Foil,Industrial,9.33,Import,USA,32,1065.11,43.22,1.11,18,1.01,12460.865948533721,Import
1020,Comp_01020,Nickel,Coil,Toys,2.7,Local,India,7,1071.72,117.26,0.0,18,1.0,3788.09028,Import
1020,Comp_01020,Nickel,Coil,Toys,2.7,Import,Japan,35,982.62,21.11,7.58,18,1.02,3509.0890379344805,Import
1021,Comp_01021,Aluminum,Sheet,Industrial,3.25,Local,India,8,1287.68,98.46,0.0,18,1.0,5315.8469,Import
1021,Comp_01021,Aluminum,Sheet,Industrial,3.25,Import,China,18,936.17,25.33,1.05,18,1.08,4024.15527735,Import
1022,Comp_01022,Tin,Wire,Consumer,5.53,Local,India,5,981.24,41.85,0.0,18,1.0,6676.071486,Import
1022,Comp_01022,Tin,Wire,Consumer,5.53,Import,South Korea,37,733.77,57.25,5.67,18,0.96,5236.215878576256,Import
1023,Comp_01023,Tin,Coil,Automotive,7.82,Local,India,6,1321.47,76.4,0.0,18,1.0,12898.985212000001,Import
1023,Comp_01023,Tin,Coil,Automotive,7.82,Import,South Korea,26,1215.71,48.61,4.63,18,1.0,12206.8046284416,Import
1024,Comp_01024,Copper,Foil,Toys,3.21,Local,India,7,1209.81,49.17,0.0,18,1.0,4768.7644439999995,Local
1024,Comp_01024,Copper,Foil,Toys,3.21,Import,Japan,38,1230.37,17.01,7.39,18,1.02,5175.470414794392,Local
1025,Comp_01025,Tin,Sheet,Toys,1.86,Local,India,11,1501.43,72.28,0.0,18,1.0,3453.978708,Local
1025,Comp_01025,Tin,Sheet,Toys,1.86,Import,China,25,1539.57,35.5,6.97,18,1.02,3771.872281457784,Local
1026,Comp_01026,Aluminum,Coil,Consumer,1.53,Local,India,2,1024.12,109.01,0.0,18,1.0,2045.7529019999997,Import
1026,Comp_01026,Aluminum,Coil,Consumer,1.53,Import,Japan,24,709.34,58.22,4.78,18,1.11,1611.7109079757922,Import
1027,Comp_01027,Aluminum,Coil,Toys,7.71,Local,India,7,1200.2,100.68,0.0,18,1.0,11835.146064,Local
1027,Comp_01027,Aluminum,Coil,Toys,7.71,Import,South Korea,15,1171.68,56.85,3.36,18,1.15,13285.33446694176,Local
1028,Comp_01028,Copper,Sheet,Toys,5.82,Local,India,13,945.59,74.74,0.0,18,1.0,7007.218308,Local
1028,Comp_01028,Copper,Sheet,Toys,5.82,Import,Germany,23,1001.16,32.51,7.06,18,1.09,8284.010505087768,Local
1029,Comp_01029,Nickel,Sheet,Toys,3.2,Local,India,11,1166.41,41.48,0.0,18,1.0,4560.99264,Import
1029,Comp_01029,Nickel,Sheet,Toys,3.2,Import,Germany,13,864.5,34.07,4.79,18,1.04,3697.7460367411204,Import
1030,Comp_01030,Aluminum,Foil,Consumer,3.19,Local,India,8,1593.42,75.61,0.0,18,1.0,6282.562725999999,Import
1030,Comp_01030,Aluminum,Foil,Consumer,3.19,Import,China,12,1158.32,48.18,2.15,18,1.04,4824.715695228,Import
1031,Comp_01031,Tin,Foil,Wearable,8.41,Local,India,10,1313.18,55.35,0.0,18,1.0,13581.018013999997,Import
1031,Comp_01031,Tin,Foil,Wearable,8.41,Import,China,39,1120.13,29.93,6.33,18,0.97,11771.343955404627,Import
1032,Comp_01032,Copper,Foil,Industrial,3.12,Local,India,11,1547.88,70.06,0.0,18,1.0,5956.607904,Import
1032,Comp_01032,Copper,Foil,Industrial,3.12,Import,Japan,30,1153.84,23.32,2.08,18,1.14,5043.33260229427,Import
1033,Comp_01033,Tin,Foil,Automotive,5.93,Local,India,13,1378.96,69.59,0.0,18,1.0,10136.08377,Import
1033,Comp_01033,Tin,Foil,Automotive,5.93,Import,Germany,22,1054.88,50.41,3.72,18,1.11,8904.272212769833,Import
1034,Comp_01034,Nickel,Sheet,Industrial,1.08,Local,India,8,981.98,63.95,0.0,18,1.0,1332.9331920000002,Import
1034,Comp_01034,Nickel,Sheet,Industrial,1.08,Import,USA,33,807.15,34.21,5.64,18,1.03,1166.683997276928,Import
1035,Comp_01035,Silver,Sheet,Industrial,2.75,Local,India,5,1094.28,81.79,0.0,18,1.0,3816.3471499999996,Local
1035,Comp_01035,Silver,Sheet,Industrial,2.75,Import,South Korea,29,1196.03,15.03,1.84,18,1.04,4162.2876572992,Local
1036,Comp_01036,Copper,Wire,Consumer,3.26,Local,India,2,1174.72,62.35,0.0,18,1.0,4758.760875999999,Local
1036,Comp_01036,Copper,Wire,Consumer,3.26,Import,Germany,19,1106.2,23.12,1.7,18,1.12,4948.295223191039,Local
1037,Comp_01037,Nickel,Coil,Consumer,9.99,Local,India,5,1203.15,96.24,0.0,18,1.0,15317.469198,Import
1037,Comp_01037,Nickel,Coil,Consumer,9.99,Import,Japan,37,966.82,59.4,2.52,18,1.12,13890.394813591294,Import
1038,Comp_01038,Nickel,Coil,Industrial,5.81,Local,India,5,1015.87,72.22,0.0,18,1.0,7459.727421999998,Import
1038,Comp_01038,Nickel,Coil,Industrial,5.81,Import,China,29,736.34,38.68,3.86,18,1.14,6291.065678872463,Import
1039,Comp_01039,Tin,Foil,Wearable,5.51,Local,India,2,1282.92,44.27,0.0,18,1.0,8629.123942,Import
1039,Comp_01039,Tin,Foil,Wearable,5.51,Import,Japan,30,841.36,32.93,2.47,18,1.13,6582.09728324974,Import
1040,Comp_01040,Nickel,Coil,Toys,8.85,Local,India,8,1012.28,67.17,0.0,18,1.0,11272.696349999998,Import
1040,Comp_01040,Nickel,Coil,Toys,8.85,Import,Japan,11,921.78,10.18,6.84,18,1.03,10710.10317914256,Import
1041,Comp_01041,Nickel,Coil,Consumer,8.02,Local,India,8,1555.06,72.26,0.0,18,1.0,15400.305551999998,Import
1041,Comp_01041,Nickel,Coil,Consumer,8.02,Import,USA,11,946.94,20.81,5.7,18,1.02,9874.036190045998,Import
1042,Comp_01042,Copper,Foil,Consumer,1.04,Local,India,14,983.58,102.65,0.0,18,1.0,1333.021456,Import
1042,Comp_01042,Copper,Foil,Consumer,1.04,Import,Germany,13,783.4,52.57,5.16,18,1.06,1143.569283835264,Import
1043,Comp_01043,Copper,Wire,Toys,0.82,Local,India,10,1223.58,64.13,0.0,18,1.0,1245.988196,Import
1043,Comp_01043,Copper,Wire,Toys,0.82,Import,China,15,1045.68,57.25,6.92,18,1.06,1209.5076647079359,Import
1044,Comp_01044,Silver,Wire,Automotive,5.69,Local,India,9,1502.65,105.73,0.0,18,1.0,10798.984996000001,Import
1044,Comp_01044,Silver,Wire,Automotive,5.69,Import,Japan,18,1139.67,26.78,2.03,18,1.12,8949.65533882224,Import
1045,Comp_01045,Aluminum,Foil,Toys,0.14,Local,India,6,1246.82,48.02,0.0,18,1.0,213.907568,Local
1045,Comp_01045,Aluminum,Foil,Toys,0.14,Import,USA,26,1252.05,36.03,0.7,18,1.01,216.42315522911997,Local
1046,Comp_01046,Aluminum,Sheet,Automotive,9.48,Local,India,4,1300.32,64.45,0.0,18,1.0,15266.863127999999,Import
1046,Comp_01046,Aluminum,Sheet,Automotive,9.48,Import,Germany,16,851.04,22.54,2.84,18,1.1,11054.720849546879,Import
1047,Comp_01047,Nickel,Sheet,Industrial,7.87,Local,India,14,1375.1,77.82,0.0,18,1.0,13492.686871999998,Import
1047,Comp_01047,Nickel,Sheet,Industrial,7.87,Import,Germany,14,1045.68,33.98,6.98,18,1.11,11906.09445509777,Import
1048,Comp_01048,Tin,Foil,Industrial,3.91,Local,India,3,1485.53,116.0,0.0,18,1.0,7389.139114,Import
1048,Comp_01048,Tin,Foil,Industrial,3.91,Import,USA,18,1413.71,54.56,2.81,18,0.98,6825.368830501788,Import
1049,Comp_01049,Silver,Coil,Consumer,2.47,Local,India,4,1044.56,117.59,0.0,18,1.0,3387.2023899999995,Import
1049,Comp_01049,Silver,Coil,Consumer,2.47,Import,China,31,740.31,56.44,0.3,18,1.13,2631.9668150944995,Import
1050,Comp_01050,Copper,Wire,Toys,1.24,Local,India,2,949.96,100.84,0.0,18,1.0,1537.53056,Import
1050,Comp_01050,Copper,Wire,Toys,1.24,Import,USA,27,732.84,30.92,2.25,18,0.97,1108.3977945584,Import
1051,Comp_01051,Copper,Sheet,Industrial,8.58,Local,India,11,1386.08,101.45,0.0,18,1.0,15060.348732,Import
1051,Comp_01051,Copper,Sheet,Industrial,8.58,Import,Germany,31,1109.32,59.31,4.04,18,1.13,13909.93540087694,Import
1052,Comp_01052,Tin,Wire,Automotive,0.26,Local,India,14,1470.35,68.74,0.0,18,1.0,472.19281199999995,Import
1052,Comp_01052,Tin,Wire,Automotive,0.26,Import,China,13,936.59,18.75,3.43,18,0.96,291.025520737536,Import
1053,Comp_01053,Tin,Coil,Industrial,8.16,Local,India,13,1166.49,83.08,0.0,18,1.0,12031.859616,Import
1053,Comp_01053,Tin,Coil,Industrial,8.16,Import,Japan,22,1067.13,49.76,0.35,18,1.01,10899.870023697122,Import
1054,Comp_01054,Nickel,Foil,Wearable,0.86,Local,India,12,919.94,110.73,0.0,18,1.0,1045.923916,Import
1054,Comp_01054,Nickel,Foil,Wearable,0.86,Import,USA,27,659.12,55.27,3.33,18,0.98,734.122154188248,Import
1055,Comp_01055,Copper,Coil,Toys,3.71,Local,India,10,956.22,110.96,0.0,18,1.0,4671.900604,Import
1055,Comp_01055,Copper,Coil,Toys,3.71,Import,China,36,931.64,24.11,3.71,18,0.96,4165.739332977599,Import
1056,Comp_01056,Copper,Coil,Consumer,7.37,Local,India,9,1021.25,62.85,0.0,18,1.0,9427.984059999999,Local
1056,Comp_01056,Copper,Coil,Consumer,7.37,Import,USA,16,1086.61,23.06,1.34,18,0.97,9486.280767213755,Local
1057,Comp_01057,Aluminum,Sheet,Industrial,1.41,Local,India,8,1246.86,48.53,0.0,18,1.0,2155.2698819999996,Import
1057,Comp_01057,Aluminum,Sheet,Industrial,1.41,Import,China,37,840.62,41.8,4.76,18,0.96,1476.5330945756161,Import
1058,Comp_01058,Tin,Sheet,Consumer,0.26,Local,India,12,1275.83,84.88,0.0,18,1.0,417.465828,Import
1058,Comp_01058,Tin,Sheet,Consumer,0.26,Import,South Korea,32,897.0,30.14,1.08,18,1.05,301.89450349967996,Import
1059,Comp_01059,Nickel,Wire,Toys,7.56,Local,India,5,1432.56,44.79,0.0,18,1.0,13179.14388,Import
1059,Comp_01059,Nickel,Wire,Toys,7.56,Import,China,30,1267.41,30.52,6.58,18,1.06,13080.870756086113,Import
1060,Comp_01060,Aluminum,Sheet,Consumer,4.13,Local,India,4,1389.22,112.33,0.0,18,1.0,7317.65377,Local
1060,Comp_01060,Aluminum,Sheet,Consumer,4.13,Import,USA,38,1325.72,41.17,6.67,18,1.14,8100.517632081587,Local
1061,Comp_01061,Nickel,Coil,Automotive,3.14,Local,India,2,1589.46,105.12,0.0,18,1.0,6278.757816,Import
1061,Comp_01061,Nickel,Coil,Automotive,3.14,Import,Japan,16,1082.64,54.63,1.95,18,0.97,4167.102689067661,Import
1062,Comp_01062,Nickel,Foil,Consumer,7.57,Local,India,3,1308.17,114.87,0.0,18,1.0,12711.447103999999,Import
1062,Comp_01062,Nickel,Foil,Consumer,7.57,Import,USA,11,1002.48,14.23,4.07,18,1.09,10302.130204503797,Import
1063,Comp_01063,Silver,Coil,Wearable,6.43,Local,India,3,1213.26,92.97,0.0,18,1.0,9910.889502,Import
1063,Comp_01063,Silver,Coil,Wearable,6.43,Import,Germany,26,759.61,10.51,4.11,18,1.11,6752.5344361110465,Import
1064,Comp_01064,Tin,Wire,Wearable,9.87,Local,India,6,1114.2,50.19,0.0,18,1.0,13561.184573999999,Local
1064,Comp_01064,Tin,Wire,Wearable,9.87,Import,Japan,39,1146.49,43.9,2.44,18,1.15,16332.619332742437,Local
1065,Comp_01065,Nickel,Foil,Industrial,8.72,Local,India,13,1509.07,86.31,0.0,18,1.0,16415.822047999998,Import
1065,Comp_01065,Nickel,Foil,Industrial,8.72,Import,USA,13,1224.64,52.31,7.94,18,0.99,14040.73985962032,Import
1066,Comp_01066,Copper,Wire,Wearable,4.82,Local,India,2,992.81,71.61,0.0,18,1.0,6053.995191999999,Import
1066,Comp_01066,Copper,Wire,Wearable,4.82,Import,South Korea,23,739.92,23.89,7.95,18,1.15,5393.055287642299,Import
1067,Comp_01067,Aluminum,Coil,Industrial,7.18,Local,India,8,1391.61,117.36,0.0,18,1.0,12784.597427999997,Local
1067,Comp_01067,Aluminum,Coil,Industrial,7.18,Import,South Korea,25,1489.62,19.7,4.47,18,1.11,14828.675174339854,Local
1068,Comp_01068,Copper,Foil,Consumer,5.75,Local,India,12,964.7,74.41,0.0,18,1.0,7050.36135,Import
1068,Comp_01068,Copper,Foil,Consumer,5.75,Import,Germany,30,789.29,49.5,6.45,18,0.98,5937.106476381499,Import
1069,Comp_01069,Tin,Sheet,Toys,9.99,Local,India,8,1487.36,99.18,0.0,18,1.0,18702.450828,Import
1069,Comp_01069,Tin,Sheet,Toys,9.99,Import,Germany,27,1330.21,48.92,2.09,18,0.97,16099.323949992619,Import
1070,Comp_01070,Copper,Sheet,Automotive,9.82,Local,India,4,944.12,112.24,0.0,18,1.0,12240.677135999998,Local
1070,Comp_01070,Copper,Sheet,Automotive,9.82,Import,South Korea,17,1024.32,56.24,2.3,18,1.13,14474.262985765437,Local
1071,Comp_01071,Tin,Wire,Toys,1.29,Local,India,7,1272.38,68.54,0.0,18,1.0,2041.148424,Import
1071,Comp_01071,Tin,Wire,Toys,1.29,Import,South Korea,10,937.12,41.32,0.12,18,1.11,1655.1971744621765,Import
1072,Comp_01072,Copper,Wire,Wearable,0.9,Local,India,11,914.59,90.3,0.0,18,1.0,1067.19318,Local
1072,Comp_01072,Copper,Wire,Wearable,0.9,Import,Japan,14,1000.06,29.9,3.74,18,0.96,1089.3372434380801,Local
1073,Comp_01073,Aluminum,Foil,Automotive,4.32,Local,India,11,1344.44,108.5,0.0,18,1.0,7406.506944000001,Import
1073,Comp_01073,Aluminum,Foil,Automotive,4.32,Import,China,13,1277.21,10.3,0.0,18,1.09,7153.89996384,Import
1074,Comp_01074,Copper,Wire,Consumer,4.48,Local,India,9,1351.16,87.98,0.0,18,1.0,7607.869696000001,Import
1074,Comp_01074,Copper,Wire,Consumer,4.48,Import,South Korea,32,848.28,16.2,6.37,18,1.0,4861.0952484864,Import
1075,Comp_01075,Aluminum,Wire,Consumer,5.65,Local,India,12,1472.51,95.35,0.0,18,1.0,10452.92262,Local
1075,Comp_01075,Aluminum,Wire,Consumer,5.65,Import,USA,21,1601.26,44.06,3.22,18,1.14,12907.72006413552,Local
1076,Comp_01076,Nickel,Wire,Industrial,1.11,Local,India,12,1190.34,108.53,0.0,18,1.0,1701.259926,Import
1076,Comp_01076,Nickel,Wire,Industrial,1.11,Import,South Korea,35,835.12,55.98,1.04,18,0.97,1143.92223472464,Import
1077,Comp_01077,Nickel,Coil,Toys,7.37,Local,India,5,1380.37,65.45,0.0,18,1.0,12573.718212,Import
1077,Comp_01077,Nickel,Coil,Toys,7.37,Import,Germany,26,898.9,46.87,2.59,18,1.12,9450.571705785056,Import
1078,Comp_01078,Aluminum,Foil,Automotive,8.17,Local,India,12,1380.25,75.2,0.0,18,1.0,14031.411269999999,Import
1078,Comp_01078,Aluminum,Foil,Automotive,8.17,Import,Germany,19,956.24,49.61,5.64,18,1.13,11575.616231607317,Import
1079,Comp_01079,Nickel,Wire,Wearable,2.47,Local,India,8,1501.67,113.97,0.0,18,1.0,4708.9443440000005,Import
1079,Comp_01079,Nickel,Wire,Wearable,2.47,Import,Germany,23,1031.19,14.92,4.39,18,1.09,3469.298830589307,Import
1080,Comp_01080,Silver,Coil,Wearable,8.46,Local,India,11,1491.44,66.34,0.0,18,1.0,15551.006184,Local
1080,Comp_01080,Silver,Coil,Wearable,8.46,Import,USA,11,1606.29,35.55,0.36,18,0.98,16120.181630681856,Local
1081,Comp_01081,Copper,Wire,Wearable,5.53,Local,India,9,1217.11,110.22,0.0,18,1.0,8661.359182,Import
1081,Comp_01081,Copper,Wire,Wearable,5.53,Import,China,26,887.12,47.59,5.43,18,1.12,7202.217903133345,Import
1082,Comp_01082,Nickel,Coil,Wearable,4.37,Local,India,5,1180.94,42.27,0.0,18,1.0,6307.604686,Import
1082,Comp_01082,Nickel,Coil,Wearable,4.37,Import,USA,38,984.83,23.75,1.21,18,0.97,5105.860620821835,Import
1083,Comp_01083,Silver,Foil,Consumer,9.68,Local,India,13,1406.75,72.94,0.0,18,1.0,16901.611055999998,Local
1083,Comp_01083,Silver,Foil,Consumer,9.68,Import,Germany,38,1510.0,15.02,6.7,18,1.09,20259.27134667744,Local
1084,Comp_01084,Copper,Wire,Consumer,0.89,Local,India,4,1069.63,101.89,0.0,18,1.0,1230.3303040000003,Import
1084,Comp_01084,Copper,Wire,Consumer,0.89,Import,USA,19,698.74,16.37,6.96,18,1.04,835.409863736448,Import
1085,Comp_01085,Silver,Coil,Automotive,3.36,Local,India,10,1520.15,107.81,0.0,18,1.0,6454.535808,Import
1085,Comp_01085,Silver,Coil,Automotive,3.36,Import,Germany,32,1112.33,20.27,6.69,18,0.98,4695.130120853759,Import
1086,Comp_01086,Silver,Foil,Consumer,4.45,Local,India,12,942.31,99.93,0.0,18,1.0,5472.80224,Import
1086,Comp_01086,Silver,Foil,Consumer,4.45,Import,South Korea,10,893.26,22.63,2.71,18,1.1,5433.6386064059,Import
1087,Comp_01087,Aluminum,Sheet,Wearable,2.46,Local,India,3,1495.76,84.58,0.0,18,1.0,4587.410951999999,Import
1087,Comp_01087,Aluminum,Sheet,Wearable,2.46,Import,USA,16,1044.63,42.13,6.76,18,1.04,3502.617102746113,Import
1088,Comp_01088,Aluminum,Wire,Automotive,9.83,Local,India,9,1465.92,52.8,0.0,18,1.0,17616.240768,Import
1088,Comp_01088,Aluminum,Wire,Automotive,9.83,Import,USA,19,1121.29,42.52,5.81,18,1.05,14998.00945774257,Import
1089,Comp_01089,Nickel,Foil,Consumer,1.33,Local,India,6,1295.11,116.18,0.0,18,1.0,2214.878526,Import
1089,Comp_01089,Nickel,Foil,Consumer,1.33,Import,Japan,28,911.97,16.27,7.44,18,1.04,1627.7708483778563,Import
1090,Comp_01090,Aluminum,Sheet,Automotive,9.73,Local,India,8,947.79,73.43,0.0,18,1.0,11725.035308,Local
1090,Comp_01090,Aluminum,Sheet,Automotive,9.73,Import,China,21,1022.58,30.22,5.79,18,1.08,13810.490277373443,Local
1091,Comp_01091,Silver,Wire,Toys,5.9,Local,India,9,1287.64,67.73,0.0,18,1.0,9436.08594,Import
1091,Comp_01091,Silver,Wire,Toys,5.9,Import,South Korea,28,820.44,24.45,0.56,18,1.04,6151.666638424321,Import
1092,Comp_01092,Silver,Foil,Wearable,1.46,Local,India,4,1494.35,89.32,0.0,18,1.0,2728.3466759999997,Import
1092,Comp_01092,Silver,Foil,Wearable,1.46,Import,South Korea,26,1154.59,26.99,5.94,18,1.08,2329.0655866116476,Import
1093,Comp_01093,Tin,Wire,Toys,9.8,Local,India,13,1458.07,64.14,0.0,18,1.0,17602.83644,Import
